info @storybook/react v6.3.2
info 
info => Cleaning outputDir: C:\Users\migue\AppData\Local\Temp\chromatic--10544-IHl4mRFAek7k
info => Copying static files: ./public => ./
info => Loading presets
info => Compiling preview..
info => Loading 1 config file in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Loading 9 other files in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Adding stories defined in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook\main.js"
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\storybook-init-framework-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-measure\dist\esm\preset\preview.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\storybook-addon-outline\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\preview.js-generated-config-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 56% building 387/407 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\blocks\Story.js
<s> [webpack.Progress] 56% building 387/408 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\blocks\DocsPage.js
<s> [webpack.Progress] 56% building 387/409 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\blocks\Source.js
<s> [webpack.Progress] 56% building 387/410 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\blocks\Preview.js
<s> [webpack.Progress] 56% building 387/411 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Files.js
<s> [webpack.Progress] 56% building 387/412 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Color.js
<s> [webpack.Progress] 56% building 387/413 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Text.js
<s> [webpack.Progress] 56% building 387/414 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Range.js
<s> [webpack.Progress] 56% building 387/415 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\themes\light.js
<s> [webpack.Progress] 56% building 388/415 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\themes\light.js
<s> [webpack.Progress] 56% building 389/415 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\themes\light.js
<s> [webpack.Progress] 56% building 389/416 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\ScrollArea\GlobalScrollAreaStyles.js
<s> [webpack.Progress] 56% building 389/417 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\ScrollArea\OverlayScrollbars.js
<s> [webpack.Progress] 56% building 390/417 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\ScrollArea\OverlayScrollbars.js
<s> [webpack.Progress] 56% building 391/417 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\ScrollArea\OverlayScrollbars.js
<s> [webpack.Progress] 56% building 391/418 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Object.js
<s> [webpack.Progress] 56% building 391/419 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\to-absolute-index.js
<s> [webpack.Progress] 57% building 392/419 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\to-absolute-index.js
<s> [webpack.Progress] 57% building 393/419 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\to-absolute-index.js
<s> [webpack.Progress] 57% building 394/419 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\to-absolute-index.js
<s> [webpack.Progress] 57% building 395/419 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\to-absolute-index.js
<s> [webpack.Progress] 57% building 395/420 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\node_modules\polished\dist\polished.esm.js
<s> [webpack.Progress] 57% building 395/421 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Number.js
<s> [webpack.Progress] 57% building 395/422 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Date.js
<s> [webpack.Progress] 57% building 396/422 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Date.js
<s> [webpack.Progress] 57% building 397/422 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Date.js
<s> [webpack.Progress] 57% building 397/423 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Array.js
<s> [webpack.Progress] 57% building 397/424 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\Boolean.js
<s> [webpack.Progress] 57% building 397/425 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\components\dist\esm\controls\types.js
<s> [webpack.Progress] 57% building 397/426 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\base.js
<s> [webpack.Progress] 57% building 397/427 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\species-constructor.js
<s> [webpack.Progress] 57% building 397/428 modules 31 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\native-promise-constructor.js
<s> [webpack.Progress] 57% building 397/429 modules 32 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_getRawTag.js
<s> [webpack.Progress] 57% building 397/430 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\utils\docgenInfo.js
<s> [webpack.Progress] 57% building 398/430 modules 32 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\utils\docgenInfo.js
<s> [webpack.Progress] 57% building 398/431 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\utils\string.js
<s> [webpack.Progress] 57% building 398/432 modules 34 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\collection-weak.js
<s> [webpack.Progress] 57% building 399/432 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\collection-weak.js
<s> [webpack.Progress] 57% building 399/433 modules 34 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 57% building 400/433 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 401/433 modules 32 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 402/433 modules 31 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 403/433 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 404/433 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 405/433 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 406/433 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\process\browser.js
<s> [webpack.Progress] 58% building 406/434 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\isFunction.js
<s> [webpack.Progress] 58% building 406/435 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_toSource.js
<s> [webpack.Progress] 58% building 406/436 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\isObject.js
<s> [webpack.Progress] 58% building 407/436 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\isObject.js
<s> [webpack.Progress] 58% building 407/437 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 58% building 408/437 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 409/437 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 410/437 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 411/437 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 412/437 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 413/437 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 414/437 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 415/437 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_isMasked.js
<s> [webpack.Progress] 59% building 415/438 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\utils.js
<s> [webpack.Progress] 59% building 416/438 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\utils.js
<s> [webpack.Progress] 60% building 417/438 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\utils.js
<s> [webpack.Progress] 60% building 418/438 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\utils.js
<s> [webpack.Progress] 60% building 419/438 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\utils.js
<s> [webpack.Progress] 60% building 419/439 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 60% building 420/439 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 60% building 421/439 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 60% building 422/439 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-dom\cjs\react-dom.production.min.js
<s> [webpack.Progress] 60% building 422/440 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 60% building 423/440 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 60% building 424/440 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 61% building 425/440 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 61% building 425/441 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\flow\createPropDef.js
<s> [webpack.Progress] 61% building 426/441 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\flow\createPropDef.js
<s> [webpack.Progress] 61% building 427/441 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\flow\createPropDef.js
<s> [webpack.Progress] 61% building 428/441 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\flow\createPropDef.js
<s> [webpack.Progress] 61% building 429/441 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\flow\createPropDef.js
<s> [webpack.Progress] 61% building 429/442 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 61% building 430/442 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 61% building 431/442 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 61% building 432/442 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 61% building 433/442 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 434/442 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 435/442 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 436/442 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 437/442 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 438/442 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 439/442 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 440/442 modules 2 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 441/442 modules 1 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\html-tags\html-tags.json
<s> [webpack.Progress] 62% building 441/443 modules 2 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\themes\dark.js
<s> [webpack.Progress] 63% building 442/443 modules 1 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\themes\dark.js
<s> [webpack.Progress] 63% building 442/444 modules 2 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@emotion\is-prop-valid\dist\is-prop-valid.browser.esm.js
<s> [webpack.Progress] 63% building 442/445 modules 3 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\emotion-theming\dist\emotion-theming.browser.esm.js
<s> [webpack.Progress] 63% building 442/446 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@emotion\core\dist\core.browser.esm.js
<s> [webpack.Progress] 63% building 442/447 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_arrayReduce.js
<s> [webpack.Progress] 63% building 442/448 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\_createCaseFirst.js
<s> [webpack.Progress] 63% building 442/449 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\words.js
<s> [webpack.Progress] 63% building 442/450 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\deburr.js
<s> [webpack.Progress] 63% building 442/451 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\correct-prototype-getter.js
<s> [webpack.Progress] 63% building 442/452 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\animation.js
<s> [webpack.Progress] 63% building 442/453 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\deep-object-diff\dist\index.js
<s> [webpack.Progress] 63% building 442/454 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\theming\dist\esm\modules\syntax.js
<s> [webpack.Progress] 63% building 442/455 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\function-bind.js
<s> [webpack.Progress] 63% building 443/455 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\function-bind.js
<s> [webpack.Progress] 63% building 444/455 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\function-bind.js
<s> [webpack.Progress] 63% building 445/455 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\function-bind.js
